Link,Title,Company,Group,Category
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec724b1b2a,高比例新能源配电网可靠性评估系统研发,安徽健驰智能科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec723a1b29,药食同源新食代：智能化健康产品的研发与品牌创新,安徽九洲方圆制药有限公司,产教协同创新组,新医科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec722a1b28,亳药新势能——基于亳州药食同源药材的功能性产品研发与产业链升级,安徽九洲方圆制药有限公司,区域特色产业组,
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec72051b27,利用生物育种技术选育作物新品种,安徽荃银高科种业股份有限公司,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71f51b26,筛选培育全生育期高油性大豆种质资源在盐碱地使用,安徽荃银高科种业股份有限公司,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71e71b25,村振兴背景下农业产业发展策略,安徽荃银高科种业股份有限公司,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71d61b24,高油高产抗病大豆新品种大豆的选育及栽培技术要点,安徽荃银高科种业股份有限公司,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71c61b23,新能源汽车锂电池系统全生命周期内运行安全与健康状态评估解决方案,安徽锐能科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71b41b22,基于穿戴式下肢外骨骼辅助行走系统与康复训练应用,安徽三联机器人科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71a31b21,隧道入口黑白洞效应智能防控系统,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71951b20,农村桥梁安全检测系统设计,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71821b1f,隧道入口段混合网联交通流跟驰模型及安全控制策略研究,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71731b1e,智驾考—智能人机共驾路考评判指标体系研发,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec715b1b1d,汽车制动能量回收,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec714b1b1c,多旋翼无人机续航系统设计,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec713d1b1b,无人机在交通拥堵中的应用系统研发,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71221b1a,无人机职业飞手胜任力指标多合一检测设备研发,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec710f1b19,“智慧物流”无人机协同配送系统设计与优化,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec71041b18,新能源汽车关键系统自编码器故障检测技术,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70fb1b17,车辆冷却管道技术,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70e81b16,车路协同一体化智慧交通安全预警云平台及设备,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70da1b15,电动车智能安全守护头盔设计,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70c71b14,全球变暖背景下岛屿交通链接体系研究,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70b31b13,机动车外廓测量,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec709c1b12,高精度汽车开门防撞控制系统的探索设计,安徽三联交通应用技术股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec708c1b11,脂质辅料的定制开发与创新应用,安徽山河药用辅料股份有限公司,产教协同创新组,新医科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec707b1b10,大模型驱动的智能化软件供应链安全治理平台开发与应用,安徽深信科创信息技术有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec705d1b0f,基于 AI 的婴儿消化健康智能监测系统,安徽省皖嫂家政服务有限责任公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70481b0e,AI+家政--基于人工智能的家政服务供需智能匹配系统,安徽省皖嫂家政服务有限责任公司,区域特色产业组,
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70381b0d,基于智能感知的室内智能照明控制系统解决方案,安徽数字之光智能科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70281b0c,针对波束赋形超表面基站系统的设计研发,安徽隼波科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec701e1b0b,翼能*天梭计划-超长续航锂硫电池无人机动力系统革新者,安徽通能新能源科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec700f1b0a,B2B电商平台的智能化升级与供应链协同优化研究,安徽同徽信息技术有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec70081b09,基于戏曲的文创IP及其衍生品的设计与应用,安徽途马科技有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6ffe1b08,番茄种质创新攻坚与全产业链振兴——打造中国鲜食番茄种业“芯片”与乡村共富模式,安徽瓦大现代农业科技有限公司,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6fee1b07,区块链技术在供应链金融信用体系中的应用可行性分析,安徽新周商贸有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6fe11b06,地缘政治冲突背景下国际供应链中断风险预警模型构建,安徽新周商贸有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6fcf1b05,基于数字孪生与AI的智慧物流供应链协同优化系统,安徽新周商贸有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6fbb1b04,人工智能在仓储自动化中的效率优化研究,安徽新周商贸有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6fb21b03,数字化转型对跨境物流供应链韧性的影响研究,安徽新周商贸有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6fab1b02,乡村振兴背景下农产品冷链供应链的‘最后一公里’解决方案设计,安徽新周商贸有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6fa21b01,双碳目标下绿色物流供应链的构建路径研究,安徽新周商贸有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f9b1b00,基于矿化耦合技术的多功能无机智能涂层材料的研发与应用,安徽益沣石化有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f911aff,数据流驱动的高能效芯片架构设计与机制创新,安徽悦捷电子科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f841afe,温度可控的超宽动态范围材料流阻测量系统开发,安徽赞声环保科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f701afd,淮河禹都沉浸式体验场景建构与数字传播项目,安徽振邦广告传媒有限公司,区域特色产业组,
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f631afc,三缩水甘油异氰尿酸酯标准样品研制及质量标准建立,安徽正杰科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f5b1afb,基于蛋白降解靶向嵌合体(PROTAC)的创新肿瘤治疗方式和药物设计,安徽智飞龙科马生物制药有限公司,产教协同创新组,新医科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f521afa,高性能特种金属复合板研发和产业化,安徽中钢联新材料有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f4b1af9,城轨数据协同与智能调度安全系统,安徽中科昊音智能科技有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f3f1af8,教育智能体开发 —— 陶行知教育思想数字化转化,安徽中莱实业有限公司,产教协同创新组,新文科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f371af7,安全高效促生发剂研发及其临床转化,安徽中莱实业有限公司,产教协同创新组,新医科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f2b1af6,金寨灵芝药食同源特膳口服液开发,安徽中莱实业有限公司,区域特色产业组,
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f241af5,基于安康富硒资源的智能化抹茶点茶装备研发及产业化示范,安康市富硒产品研发中心,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f171af4,益生菌源功能基料制备关键技术及抗辐射等特殊功能食品开发,安琪酵母股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f0f1af3,基于 2D/3D 融合 AI 的缸套缺陷分级评估与智能分选系统,安庆帝伯格茨缸套有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6f021af2,基于多模态 AI 的缸套外观缺陷智能检测系统,安庆帝伯格茨缸套有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6efa1af1,基于多模态 AI 的缸套三维尺寸-外观一体化智能检测系统,安庆帝伯格茨缸套有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6eeb1af0,多AGV集群动态协同调度与路径优化系统,安丘博阳机械制造有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6edb1aef,面向多类型货车的多智能体协同装车机器人,安丘博阳机械制造有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6ec81aee,面向运动鞋创新设计的高精度多维足底分布力检测平台及智能分析系统研发,安踏（中国）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6eb51aed,基于遥操作的协作机器人控制方法创新应用与研究,遨博（北京）智能科技股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6ea51aec,基于元宇宙的智能巡检机器人作业辅助系统,遨博（北京）智能科技股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e941aeb,非结构环境下林果采摘机器人创新设计,遨博（北京）智能科技股份有限公司,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e871aea,集成化微流控类器官制备系统,奥精医疗科技股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e671ae9,基于北斗多星与机器视觉融合的大坝变形全天候自动化监测系统,奥普特视觉科技（苏州）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e531ae8,基于VR 技术的智能虚拟仿真焊接系统,奥普特视觉科技（苏州）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e431ae7,基于多模态感知的边境可疑目标智能识别与跟踪系统,奥普特视觉科技（苏州）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e351ae6,基于低帧率相机与智能算法融合的高速飞行物体运动捕捉系统研发及产业化应用,奥普特视觉科技（苏州）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e2b1ae5,大模型知识库在工业生产运维场景的应用创新,奥普特视觉科技（苏州）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e1e1ae4,高速高精半导体智能视觉分选技术的关键创新与产业化,奥普特视觉科技（苏州）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e161ae3,基于机器视觉的智慧水稻生长监测系统,奥普特视觉科技（苏州）有限公司,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e0c1ae2,基于机器视觉的农业巡检机器人系统,奥普特视觉科技（苏州）有限公司,产教协同创新组,新农科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6e021ae1,面向5G通信的高性能PCB铜面键合剂设计与合成及其制备工艺与性能分析,奥士康科技股份有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6def1ae0,基于露点蒸发冷却技术的数据中心湿热耦合调控系统开发与应用,澳蓝（福建）实业有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6ddf1adf,基于微生物发酵法的高纯度芳樟醇生物合成关键技术研究,八叶草健康产业研究院（厦门）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6dd61ade,基于可持续原料的高光学纯度乳酸产品微生物发酵关键技术攻关,八叶草健康产业研究院（厦门）有限公司,产教协同创新组,新工科
https://cy.ncss.cn/mtcontest/detail?id=2c93f4c69714f373019719ec6dce1add,家禽粪便中四环素含量的TRFIA快速检测技术研究,百奥森（江苏）食品安全科技有限公司,产教协同创新组,新农科
